AT,AP,AH,AFDP,GTEP,TIT,TAT,CDP,TEY,CO,NOX
15.883,1008.7,88.927,3.5372,19.773,1057.0,550.05,10.522,111.53,5.1846,64.639
20.488,1006.6,71.392,3.7304,27.555,1094.2,549.71,12.606,142.0,1.6163,57.624
6.9964,1021.7,87.326,4.6531,36.345,1100.0,521.6,14.758,170.01,1.5464,78.058
17.838,1007.3,81.359,3.4683,23.685,1075.4,550.05,11.7,128.7,2.0296,42.618
19.89,1014.7,50.87,3.4682,27.691,1085.9,549.65,12.272,136.1,2.4183,62.628
31.519,1005.1,58.585,4.2498,25.923,1081.5,550.06,11.903,128.35,1.8209,52.333
23.18,1007.3,64.211,3.8217,27.979,1097.0,549.73,12.744,142.65,1.4465,57.077
4.8815,1012.8,87.734,2.6213,19.437,1058.1,549.89,10.645,113.31,6.544,108.38
19.07,1010.2,71.563,4.8507,25.255,1088.9,550.13,11.989,133.64,1.0572,74.176
30.584,1010.2,68.93,4.2748,26.554,1094.0,549.95,12.271,133.85,1.6925,63.101
25.287,1015.8,60.5,3.5882,25.503,1090.9,550.37,12.183,132.66,1.1437,65.824
17.083,1007.6,84.896,3.9745,27.692,1092.6,545.81,12.532,139.65,1.8575,65.667
26.769,1010.3,59.288,3.7524,24.578,1078.5,550.01,11.756,128.16,2.3741,54.637
14.939,1015.9,71.309,2.9376,20.978,1059.9,549.95,10.976,117.85,3.7194,59.34
19.539,1016.0,60.512,4.2717,25.282,1090.2,550.02,11.977,133.77,1.8847,72.765
16.443,1015.0,69.888,2.878,19.201,1056.7,550.06,10.485,111.7,3.5453,70.495
16.177,1013.7,75.267,3.9053,22.05,1063.5,549.91,11.216,120.07,3.1133,64.163
8.6851,1019.1,70.383,2.2203,18.614,1025.2,536.67,10.299,104.97,13.199,106.1
24.315,1016.9,44.108,6.5984,31.745,1100.0,533.47,13.67,154.0,1.8027,85.829
16.612,1002.7,94.201,3.1061,19.764,1047.8,550.1,10.419,110.18,5.6824,60.83
10.119,1013.4,73.465,5.7765,33.171,1099.9,527.09,14.131,163.26,0.41736,51.264
28.58,1007.2,58.269,4.5124,26.568,1096.0,550.35,12.344,135.51,1.3626,67.449
20.031,989.69,45.855,3.0279,25.41,1051.0,550.11,10.44,111.32,5.0452,66.186
18.855,1019.4,86.033,3.4258,24.067,1082.9,549.84,11.757,128.64,3.5155,70.986
12.325,1007.9,94.629,3.6882,20.26,1061.9,549.85,10.756,116.88,3.1638,77.02
5.2221,1027.8,80.929,4.0989,23.348,1085.3,549.99,11.727,133.69,3.0372,89.62
14.692,1009.7,76.373,4.0493,24.222,1084.6,550.06,11.808,132.62,2.0316,70.764
27.477,1013.8,67.655,4.3517,30.015,1100.0,544.46,13.231,147.73,1.8936,54.053
6.0482,1009.1,91.439,2.8311,23.691,1083.6,550.08,11.673,133.12,2.0759,78.55
25.911,1009.7,91.211,4.336,25.967,1092.6,549.96,12.234,134.68,1.6383,56.555
0.50713,1024.6,66.254,4.0629,33.794,1100.0,528.12,14.401,169.09,2.5376,60.859
9.2191,1024.0,71.065,4.5257,32.932,1100.0,531.05,14.11,162.67,2.6881,49.576
9.2878,1022.5,96.26,4.048,32.826,1100.1,528.7,13.998,161.69,0.33703,64.451
23.604,1012.3,94.13,3.9051,20.006,1058.3,550.09,10.589,109.66,4.6222,49.063
17.608,1010.9,71.71,3.4616,25.612,1080.0,549.93,12.042,134.58,1.6201,62.664
15.522,1012.0,83.46,3.609,25.659,1079.7,550.08,12.018,134.74,1.3739,58.786
9.6312,1019.8,87.801,4.0878,19.859,1045.7,541.61,10.664,111.71,4.8365,87.533
15.599,1020.0,43.609,3.5839,31.975,1086.3,549.93,12.162,137.2,3.1505,71.783
15.891,1015.3,87.837,4.3308,24.703,1088.6,550.11,11.97,134.19,1.9572,68.691
29.444,1011.9,71.278,5.0871,26.127,1093.3,549.63,12.216,132.84,1.559,62.368
12.862,1007.6,96.177,4.5142,31.139,1100.0,531.84,13.753,158.93,0.46424,61.792
9.8602,1015.2,91.077,2.7839,21.684,1070.9,549.92,11.111,123.14,2.5026,77.93
27.391,1007.1,91.48,4.551,29.959,1100.0,540.47,13.27,145.63,0.24093,48.809
13.237,1025.6,75.042,4.8553,31.394,1100.3,529.3,14.102,159.36,0.92593,66.234
17.294,1011.9,85.794,4.1756,31.198,1099.8,535.35,13.577,152.9,0.41621,63.339
7.0419,1019.0,90.141,3.9807,23.973,1085.7,549.65,11.842,134.9,0.90333,77.817
20.193,1004.8,76.996,4.0836,32.404,1100.0,534.49,13.606,153.71,2.0429,79.374
27.987,1005.3,77.839,4.3681,26.339,1094.2,550.27,12.233,134.78,0.57033,58.217
28.703,1007.0,52.174,4.2582,25.979,1092.1,549.73,12.182,132.45,1.039,66.693
15.026,1014.6,88.637,5.0811,24.717,1040.1,521.09,11.681,120.55,34.496,81.278
21.454,1012.2,58.653,3.7003,33.129,1091.6,549.82,12.457,140.14,1.7256,62.092
15.161,1013.8,90.261,3.0993,23.597,1079.8,550.05,11.66,128.03,1.1045,59.452
8.1362,1033.7,75.908,3.2419,23.267,1075.7,550.14,11.692,131.01,3.3603,64.513
9.9104,1028.3,75.003,5.7065,33.274,1099.9,527.78,14.048,161.69,0.85537,67.522
16.07,1014.6,89.595,3.5012,19.181,1054.9,550.0,10.396,109.53,5.8558,64.628
31.58,1010.9,40.624,5.2235,26.944,1097.5,550.31,12.481,134.15,0.54659,71.223
13.205,1008.2,87.611,3.633,25.031,1079.8,550.1,11.831,134.67,1.645,67.285
13.858,1027.7,79.228,5.2768,32.564,1100.1,528.03,14.029,159.04,0.87406,64.389
18.611,1011.5,89.771,3.2265,21.201,1066.7,550.13,10.968,118.21,1.8056,61.04
30.73,1009.7,52.67,4.8186,26.361,1094.0,550.29,12.238,133.13,1.3921,64.668
11.281,1012.9,81.019,2.7134,19.525,1046.4,549.98,10.372,109.53,6.7597,72.246
4.5285,1024.8,93.368,4.6239,23.694,1084.3,549.98,11.758,133.68,1.2899,83.461
30.062,1011.1,64.391,4.1828,26.36,1093.9,549.78,12.108,133.49,1.402,61.963
0.0291,1020.7,78.937,2.6741,18.752,1044.0,547.45,10.446,109.59,9.8027,113.29
28.064,1007.3,60.454,4.1605,26.132,1092.5,549.94,12.239,133.79,1.7752,66.265
5.9784,1024.6,75.327,3.249,22.765,1072.9,549.95,11.655,130.29,4.0287,66.81
28.971,1013.4,58.464,4.9986,26.361,1095.2,549.47,12.254,133.99,1.586,68.602
23.156,1004.2,95.938,4.0547,24.672,1076.6,549.87,11.835,127.01,1.7056,47.352
9.6933,1015.4,89.388,2.5396,19.317,1040.1,539.14,10.444,109.12,12.606,105.45
18.159,1009.0,88.275,4.7168,28.663,1100.2,542.69,13.059,148.85,1.4805,72.242
27.94,1015.9,59.244,3.8186,24.483,1078.8,549.94,11.77,127.62,3.0013,50.274
22.887,1012.4,81.908,5.3447,32.636,1100.0,531.92,13.789,153.1,0.68676,57.466
22.418,1017.8,75.718,3.3869,19.691,1056.9,549.89,10.524,109.2,4.7358,55.601
25.647,1009.4,69.601,3.9297,25.342,1079.8,549.97,11.806,128.48,1.809,49.955
26.149,1005.4,85.316,4.2457,26.057,1092.0,549.99,12.204,133.76,0.145,57.371
22.169,1007.0,95.057,4.0745,24.534,1075.9,549.89,11.789,127.54,1.8026,49.479
10.04,1027.5,64.657,5.0721,32.24,1100.2,528.78,13.946,161.44,0.94074,63.504
9.8598,1018.6,82.263,2.6194,23.652,1063.9,549.72,11.131,122.49,2.0039,72.194
25.64,1004.5,78.151,4.2375,29.428,1099.8,547.26,13.076,145.93,2.1467,56.591
20.442,1002.3,80.44,3.114,19.773,1056.9,550.04,10.454,110.31,3.5993,57.955
12.734,1023.0,83.508,3.5412,24.88,1077.2,549.85,11.885,133.04,1.5589,61.533
18.791,1021.1,86.254,3.6476,19.948,1051.4,550.0,10.589,109.99,4.8126,59.188
6.6951,1034.2,90.986,4.6885,28.668,1100.0,540.99,13.171,153.26,1.0051,75.471
20.854,1015.5,68.652,4.5976,31.589,1100.0,540.34,13.487,154.38,1.1353,58.815
15.269,998.07,98.099,2.4932,19.753,1054.8,550.21,10.383,110.37,5.7907,72.221
16.596,1011.7,88.58,3.6795,20.817,1055.0,549.97,10.681,113.53,4.0635,64.805
21.349,1013.0,68.734,3.5279,24.466,1087.2,549.98,12.052,131.86,1.1245,64.419
14.582,1008.4,70.462,4.4479,23.916,1084.8,549.79,11.742,132.68,0.6485,71.985
19.456,1017.3,75.594,3.6819,21.011,1055.7,549.62,10.75,112.84,3.6458,63.57
27.215,1013.3,59.031,4.3738,29.887,1100.0,544.92,13.261,148.09,1.8194,55.276
19.31,1006.5,85.204,3.9442,25.651,1082.8,550.15,12.059,135.25,1.8297,64.02
18.468,1001.0,98.419,4.6811,31.317,1099.8,535.72,13.494,153.77,2.3296,60.349
23.314,1010.1,99.946,3.878,22.567,1063.9,549.74,11.072,118.11,3.0781,46.992
12.004,1016.9,88.589,3.7316,19.214,1056.0,550.01,10.551,112.36,3.1718,79.719
16.748,1005.7,93.828,5.2892,25.194,1087.3,550.31,11.913,133.41,1.3501,71.921
17.874,1021.7,95.152,3.2946,25.844,1092.2,550.28,12.203,136.63,2.0544,86.328
20.72,1011.9,80.872,4.3242,19.969,1057.5,550.13,10.526,110.77,3.0965,64.973
15.432,1016.6,86.522,3.2332,24.956,1087.2,550.04,11.997,133.42,1.1203,62.259
9.0651,1017.5,79.714,3.4148,26.881,1085.4,549.57,12.184,139.71,3.0146,72.453
22.238,1016.1,72.068,4.6588,31.423,1098.0,539.81,13.438,151.38,1.2736,59.938
23.336,1009.9,87.529,3.8883,20.467,1061.3,549.98,10.733,112.1,4.3425,53.46
24.903,1012.5,87.578,3.2081,20.229,1061.0,550.19,10.678,111.77,2.2674,48.667
20.545,1009.9,88.127,5.2576,30.592,1095.0,541.2,13.193,147.4,1.6037,58.051
9.5313,1005.3,100.15,4.226,33.226,1099.8,528.56,14.001,162.27,0.45808,67.662
32.855,1005.5,54.188,4.2598,26.419,1093.0,549.68,12.182,133.85,1.4526,63.294
19.438,1005.4,84.306,3.2305,19.49,1055.8,550.05,10.505,109.6,4.1139,56.926
24.225,1007.5,85.116,3.1746,20.172,1059.3,550.05,10.517,111.24,1.7341,51.841
12.834,1019.5,84.209,2.6173,22.204,1061.7,550.17,11.104,119.99,2.3117,67.86
13.038,1018.1,82.25,3.1327,23.017,1065.5,549.87,11.378,124.51,0.5458,61.747
22.48,1014.0,96.347,3.9174,20.219,1059.6,549.95,10.635,110.78,4.8102,51.387
24.476,1011.1,90.281,4.0704,25.771,1091.5,550.31,12.077,133.45,0.75589,60.252
14.014,1016.7,79.23,5.5714,31.802,1099.9,530.9,13.921,158.04,0.86374,65.969
16.776,1013.4,92.93,4.4253,24.901,1088.8,549.66,11.935,134.18,1.5844,66.992
20.037,1015.3,87.268,3.3595,21.625,1070.1,549.89,11.096,119.66,1.9513,57.371
12.666,1022.0,77.01,4.0895,24.365,1087.3,550.01,12.071,134.71,1.488,76.327
16.51,1026.8,62.651,4.7437,24.719,1087.9,550.16,11.979,132.72,2.7768,81.202
9.8421,1013.1,90.829,6.1692,32.967,1100.3,530.7,13.914,161.16,0.5173,67.943
13.239,1024.0,82.732,4.7058,24.572,1087.1,549.83,11.94,134.32,1.2829,75.007
10.25,1027.3,70.797,5.7276,33.459,1100.1,527.49,14.043,161.64,0.29719,64.742
24.351,1012.2,50.245,3.8276,24.807,1080.9,550.06,12.028,130.5,2.2007,57.375
19.758,1002.8,90.46,3.7524,23.82,1072.1,549.88,11.614,126.81,2.2083,53.666
12.202,1009.1,86.821,3.4739,19.092,1049.6,546.91,10.428,109.81,7.0833,82.888
20.01,1015.1,80.039,2.838,19.858,1051.2,549.54,10.483,110.47,3.9606,51.567
22.476,1009.1,65.215,3.5297,25.425,1082.7,549.67,12.001,132.94,2.5865,58.446
23.403,1012.8,61.368,6.0386,31.81,1100.1,534.7,13.623,154.21,0.78839,61.596
25.98,1011.5,62.522,3.7286,23.046,1075.5,550.13,11.368,122.08,4.189,64.436
20.455,1014.0,79.159,4.4509,31.116,1099.8,535.13,13.528,153.76,0.8957,61.223
25.615,1014.6,49.307,4.0056,25.422,1084.3,550.16,12.138,132.5,1.6245,57.768
13.122,1015.4,65.601,3.2567,23.534,1074.9,549.69,11.75,129.86,2.8014,60.012
29.802,1012.8,49.427,3.6019,20.582,1061.1,549.96,10.685,109.73,3.2425,50.784
4.8523,1025.9,90.137,3.9962,20.95,1070.9,549.98,11.106,122.67,2.6206,88.688
5.1764,1018.3,72.911,4.177,33.171,1100.0,527.73,14.109,163.72,1.3047,71.507
22.338,1008.6,81.248,4.0685,25.439,1089.3,549.66,11.963,133.77,1.5892,60.677
20.698,1016.9,78.555,3.7393,24.129,1077.9,549.63,11.779,129.43,2.0789,50.89
21.318,1008.0,86.801,3.6228,19.751,1056.4,550.13,10.414,109.34,5.0196,55.013
19.888,1004.9,66.593,3.6257,24.642,1087.3,549.95,11.942,132.8,0.7634,67.092
21.383,1002.2,96.517,3.7959,25.073,1088.3,550.1,12.022,133.78,0.78297,59.558
18.01,1015.2,85.203,4.0955,19.458,1056.4,550.03,10.532,109.73,7.6425,81.894
27.537,1010.9,68.971,5.1393,29.197,1099.6,548.68,13.004,144.64,1.5243,55.387
6.4237,1024.1,88.72,3.5543,23.638,1085.2,549.55,11.839,135.94,0.56878,81.787
10.386,1024.0,89.131,3.5246,28.743,1093.3,538.26,13.035,149.19,1.5585,71.941
29.54,1012.7,47.532,4.0825,20.518,1060.7,550.02,10.673,109.36,3.1607,54.548
20.919,1008.6,88.171,5.0523,30.102,1100.1,545.22,13.222,148.64,1.4933,56.039
28.434,1015.1,59.892,3.4604,23.333,1066.4,547.57,11.455,121.22,3.3318,49.754
24.294,1005.3,87.632,3.9971,24.987,1077.6,550.03,11.838,128.27,1.8284,50.728
7.1881,1023.4,89.301,2.9531,23.782,1084.4,550.0,11.85,134.06,2.4579,84.056
14.344,1015.6,92.337,3.3544,24.543,1086.4,549.79,11.897,132.45,1.355,72.126
9.6114,1010.1,76.973,4.4937,26.075,1072.3,536.15,12.226,135.69,3.883,94.605
20.439,1004.8,95.921,4.8366,25.344,1088.6,550.1,12.003,134.42,1.5137,61.982
26.828,1014.4,62.13,4.8384,31.048,1099.6,537.35,13.377,149.63,1.7583,60.865
22.755,1005.2,78.167,3.6743,24.947,1087.6,550.09,11.883,132.76,0.72549,62.944
19.105,1012.7,92.247,3.9517,26.035,1084.9,549.65,12.159,135.89,1.4405,59.981
24.668,1014.1,78.731,4.0444,25.432,1089.5,549.8,12.148,132.83,1.748,59.936
7.4266,1019.3,87.939,4.0039,23.971,1085.7,550.14,11.878,134.62,0.52234,77.721
24.184,1017.4,82.605,4.4182,25.766,1092.5,549.97,12.204,133.75,0.82702,60.528
7.1326,1017.4,80.317,3.2428,23.39,1074.1,550.03,11.713,130.82,3.3539,66.138
15.879,1019.1,81.522,2.9095,25.33,1092.4,549.81,12.131,138.01,0.62011,63.573
18.689,1015.0,89.365,3.4529,19.398,1055.6,550.14,10.447,109.75,4.3508,58.257
23.423,1007.7,83.235,4.0447,25.717,1092.5,550.06,12.252,135.04,2.4857,65.393
24.057,1012.8,80.357,3.9023,24.97,1081.3,550.4,11.91,130.87,1.7969,41.015
27.173,1011.2,73.802,4.3477,29.784,1100.0,545.62,13.164,146.65,1.5588,54.294
21.084,1014.2,91.743,3.8364,22.153,1071.1,550.01,11.159,120.33,2.0149,59.981
10.572,1021.1,79.347,2.5895,18.036,1019.8,534.23,10.259,101.3,12.858,115.41
7.7502,1024.5,91.256,2.6201,19.202,1057.7,549.89,10.6,111.53,6.4967,109.85
25.472,1017.0,40.568,6.606,31.68,1099.9,534.05,13.646,153.44,1.9954,82.79
17.474,1010.0,77.952,3.4147,22.861,1072.8,547.39,11.44,124.77,3.2535,72.637
15.905,1020.1,68.181,3.3213,23.876,1076.8,550.08,11.784,129.99,2.5208,55.615
23.918,1009.6,86.049,4.0917,25.867,1092.3,549.92,12.186,134.65,7.5813,65.315
13.784,1012.9,100.12,2.2958,19.159,1052.3,548.94,10.288,109.58,5.9631,82.64
29.135,1010.6,70.367,5.5104,28.201,1095.7,544.96,12.649,138.31,1.761,62.836
14.481,1027.8,78.019,3.2171,18.955,1056.2,549.65,10.509,110.69,3.5967,76.298
21.744,1017.1,59.537,4.2556,29.813,1099.9,543.22,13.331,149.28,1.4002,50.222
-5.0675,1034.2,56.755,4.1073,34.732,1099.8,524.19,14.636,173.67,2.6749,62.076
16.899,1012.6,68.592,3.7052,25.811,1089.1,549.96,12.138,134.57,1.416,63.602
22.432,1015.2,69.677,3.3367,23.759,1074.0,549.71,11.656,126.73,2.6604,53.111
23.233,1010.7,81.983,3.265,19.62,1056.5,549.97,10.541,108.83,4.1195,52.365
9.6385,1018.8,80.895,4.2506,30.295,1099.9,533.83,13.668,159.15,0.94935,64.178
14.216,1011.2,88.493,4.5216,32.04,1100.0,531.47,13.813,158.79,1.2556,61.95
14.346,1014.1,92.017,3.2405,24.122,1084.3,550.13,11.863,132.03,2.4294,69.58
20.936,1017.0,69.259,3.7395,26.651,1090.7,550.05,12.33,139.29,1.9986,55.342
8.551,1011.7,81.621,4.1183,23.905,1085.1,549.94,11.944,134.53,2.2002,81.755
19.304,1016.5,76.056,3.6825,26.559,1091.1,549.92,12.373,140.23,1.9219,55.623
18.593,1012.0,89.305,3.8509,23.131,1077.5,549.98,11.457,126.08,2.7292,63.433
26.252,1014.5,45.98,4.3188,30.618,1100.0,542.98,13.372,150.53,1.3285,47.586
13.526,1012.3,71.27,4.0956,24.287,1086.8,549.87,11.954,134.35,0.98473,73.973
16.795,1014.9,73.01,5.9326,31.681,1099.9,534.6,13.562,154.15,0.72266,67.94
18.748,1008.9,90.886,3.6959,24.322,1074.6,549.66,11.716,128.52,1.984,54.827
19.062,1012.5,88.759,3.1888,19.949,1060.1,549.89,10.66,112.79,2.4638,58.925
21.353,1008.7,89.31,3.8868,24.61,1087.2,550.21,11.795,131.47,1.5904,61.056
13.698,1015.5,77.961,3.1217,24.035,1085.1,550.0,11.829,132.66,2.0038,78.105
7.2023,1020.3,88.55,3.0789,23.829,1082.7,549.97,11.736,132.75,1.342,69.082
20.842,1016.2,46.0,3.5964,31.277,1083.7,550.4,12.117,133.2,3.268,62.192
21.607,1009.8,76.275,3.862,26.102,1085.0,550.16,12.1,135.66,1.8213,64.713
17.999,1015.8,72.526,3.0128,21.477,1068.6,549.94,11.077,119.2,3.2815,67.074
7.83,1014.5,68.088,3.2267,23.968,1079.3,550.09,11.901,134.75,3.4326,75.2
30.616,1006.2,61.081,5.2119,30.675,1100.1,545.41,13.22,146.61,1.9317,54.048
12.818,1014.9,90.804,4.4951,24.501,1088.1,550.09,12.02,135.64,1.0659,73.047
30.356,1010.0,62.063,4.331,26.364,1093.9,549.94,12.23,133.81,1.5989,65.676
21.654,1013.0,77.598,3.2309,21.354,1067.3,550.01,11.081,117.01,1.659,62.085
24.092,1006.6,85.451,4.0748,25.28,1079.4,549.9,11.869,130.16,2.0876,53.254
26.997,1001.6,50.918,4.0474,25.717,1091.2,549.89,12.182,133.39,0.38117,66.289
24.514,1012.8,82.795,4.1992,26.03,1092.6,550.19,12.086,134.35,1.8008,71.098
23.712,1011.9,82.178,4.5088,30.548,1100.1,542.92,13.315,149.18,1.4358,54.568
15.032,1006.9,76.592,4.1345,28.765,1099.6,541.37,13.283,151.74,1.2716,67.893
20.295,1005.5,81.159,3.6416,22.273,1072.5,550.14,11.249,121.81,2.1918,59.967
18.076,1006.8,79.188,5.8514,31.278,1100.0,536.88,13.52,154.5,1.2415,68.479
18.867,1010.2,90.065,3.8279,24.67,1086.9,549.87,11.971,133.01,2.1175,63.333
18.186,1019.6,73.734,4.2315,32.743,1099.8,531.84,13.81,154.66,1.2287,70.693
16.874,1016.0,89.562,4.8793,30.986,1100.2,533.35,13.695,154.77,1.2743,62.76
12.546,1021.0,73.532,3.8837,23.482,1082.5,550.03,11.7,131.09,1.7245,77.105
11.023,1014.7,91.525,4.5596,24.393,1085.2,549.93,11.917,134.24,1.9259,80.262
23.937,1011.4,78.599,4.2619,26.005,1092.8,550.18,12.251,135.2,0.7661,61.325
18.782,1018.7,93.414,4.0308,22.156,1063.6,549.82,11.167,118.79,3.2512,57.614
14.737,996.72,71.601,2.5684,21.353,1043.9,549.76,10.1,107.83,4.0193,64.589
20.802,1014.1,59.804,4.6179,23.298,1078.7,550.08,11.534,126.1,2.4014,70.655
23.89,1011.3,68.686,4.0033,25.441,1090.5,550.35,12.071,133.84,1.3925,65.06
12.638,1014.1,79.649,4.3342,32.689,1100.0,528.62,14.02,160.31,0.59277,62.76
13.901,1019.9,87.557,4.3813,24.374,1087.2,549.99,11.886,133.89,1.9437,64.612
9.6181,1009.1,100.16,4.3518,33.009,1100.0,529.17,13.921,161.39,0.66531,67.748
26.493,1016.5,38.592,6.7282,32.237,1100.0,532.59,13.746,154.36,1.4406,77.256
6.9957,1017.5,87.652,4.7299,32.966,1099.6,526.66,14.166,164.67,1.0197,69.001
16.577,1012.1,81.479,3.6972,25.552,1089.0,550.05,12.085,134.51,0.48193,61.447
28.532,1013.7,59.018,4.4284,25.844,1093.1,550.38,12.285,133.36,0.59406,59.896
13.979,1002.7,92.387,3.1495,24.345,1084.7,549.64,11.775,133.16,1.363,72.501
15.503,1014.9,91.262,4.0305,31.908,1100.0,534.5,13.643,154.68,0.76342,75.661
10.1,1011.8,96.751,4.499,31.852,1099.8,540.32,13.642,158.7,1.205,77.212
3.4466,1010.8,84.264,2.6923,18.774,1046.0,549.67,10.379,108.85,7.0919,84.755
6.402,1027.0,95.013,4.4824,21.882,1056.8,539.89,11.298,120.58,5.335,113.26
14.334,1006.3,97.549,4.1297,31.85,1100.1,535.37,13.51,154.64,1.4525,78.553
15.943,1020.8,83.3,4.8148,31.158,1099.9,531.88,13.781,156.21,1.0981,61.775
24.642,1011.4,65.476,4.1181,25.951,1093.4,549.97,12.276,134.79,1.1031,70.197
5.7394,1010.3,54.273,5.6647,33.48,1099.9,527.59,14.191,165.07,0.28573,68.827
26.365,1009.9,76.631,4.2806,25.711,1092.1,550.14,12.106,133.95,1.315,58.5
28.679,1009.4,60.56,3.4661,20.907,1064.2,549.95,10.842,112.76,0.94604,50.639
10.428,1026.1,91.95,4.7563,24.816,1088.3,549.83,12.022,135.09,0.97364,79.353
11.273,1006.9,99.81,3.7559,19.09,1055.0,549.66,10.435,111.72,3.3068,77.77
11.983,1015.0,98.048,4.9118,32.547,1100.1,529.53,13.958,160.35,0.83822,66.484
26.349,1013.2,51.689,4.3268,26.064,1094.0,550.39,12.253,134.77,0.3046,68.522
9.0263,1009.5,63.219,3.3205,25.154,1083.4,549.8,11.996,138.22,2.8662,69.845
14.616,1003.4,92.409,2.8184,19.214,1053.2,550.01,10.316,109.25,5.7686,68.377
17.097,1017.3,92.909,4.4984,24.811,1080.6,549.97,11.891,131.94,1.9006,57.683
30.847,1003.4,65.712,4.3592,26.174,1083.1,550.16,12.001,129.36,1.7787,52.522
22.388,1014.4,64.894,3.6367,25.853,1086.5,549.56,12.245,135.77,1.7207,54.797
12.459,1020.4,79.023,2.7765,24.155,1086.2,549.82,11.949,134.29,1.1219,64.257
28.027,1010.9,58.262,5.2243,30.085,1099.9,545.97,13.168,146.56,0.86587,57.284
21.525,1010.8,92.315,4.2342,25.258,1090.3,550.07,12.162,134.61,1.9373,61.614
3.2111,1017.1,84.859,5.4702,34.059,1099.9,522.03,14.491,169.72,2.0699,60.38
6.2154,1022.0,94.632,6.305,34.558,1099.9,523.74,14.35,166.62,0.39519,57.719
30.937,1010.2,41.927,3.9398,25.701,1084.0,550.16,12.168,130.49,2.2896,56.676
26.635,1011.1,55.57,3.9591,25.809,1092.8,550.61,12.345,133.74,0.055362,64.557
10.777,1017.3,77.785,4.2427,30.527,1100.2,533.46,13.754,158.98,0.61277,62.675
18.688,1003.9,94.575,5.4208,25.157,1088.0,549.92,11.982,133.74,1.4205,68.58
16.296,1010.6,79.228,3.4221,25.103,1077.8,549.66,11.975,133.27,0.46813,58.349
16.049,999.47,92.083,3.2967,25.044,1087.1,550.1,11.89,134.08,1.3188,79.521
10.991,1015.3,71.731,3.0935,22.082,1066.2,550.26,11.18,124.12,3.318,63.418
29.717,1011.6,66.742,5.2829,26.581,1096.0,549.78,12.345,134.31,1.426,64.386
21.127,1015.1,73.849,3.5595,25.726,1086.5,549.91,12.259,136.34,2.126,53.546
22.051,1017.9,50.388,5.3351,25.231,1090.0,549.81,12.13,133.25,1.6729,69.626
12.68,1008.8,86.088,4.3703,24.045,1085.5,550.03,11.819,133.69,1.3096,74.388
13.442,1016.4,89.886,4.0574,22.301,1074.1,550.2,11.353,124.79,2.1842,75.995
21.477,1015.6,92.321,4.511,25.226,1089.9,550.35,12.048,133.38,2.414,62.274
11.256,1003.3,97.623,4.6431,23.937,1084.5,549.9,11.806,133.67,1.0263,72.451
32.974,1002.2,42.913,4.8457,30.239,1099.2,546.9,13.053,146.1,1.3544,62.698
7.2395,999.56,86.267,3.16,27.717,1073.1,550.0,11.616,131.27,3.5966,71.366
9.8112,1027.9,82.359,3.8427,23.472,1085.3,550.05,11.908,133.7,1.7476,77.15
26.63,1005.1,54.667,3.5027,25.487,1082.2,550.08,11.989,132.11,1.6463,51.786
5.3857,1018.9,82.695,2.7352,19.251,1046.3,547.89,10.438,112.26,6.0349,69.809
14.299,1012.6,94.903,4.5873,24.532,1086.4,549.87,11.845,133.49,2.3217,66.8
24.943,1008.7,90.878,4.3612,25.774,1090.9,550.27,12.181,134.03,1.5388,58.373
8.293,1015.1,92.437,4.2331,25.242,1087.1,546.58,12.253,137.68,1.0351,75.425
22.45,1008.7,56.756,4.379,25.666,1091.1,549.72,12.045,134.33,2.2688,73.919
22.745,1007.0,74.204,4.2057,25.922,1091.9,550.15,12.131,134.37,0.94575,66.95
7.8167,1022.2,88.135,4.6605,32.893,1100.0,526.21,14.177,164.73,0.72742,66.369
6.3452,1018.6,100.09,4.086,24.869,1077.3,549.92,11.906,135.49,1.1151,66.63
13.127,1017.5,88.355,2.4921,21.914,1054.0,549.68,10.744,114.5,3.2803,68.837
19.006,1020.5,74.288,4.3686,24.798,1088.7,550.18,12.058,132.84,0.89016,63.611
8.2428,1019.7,88.329,4.1684,33.336,1099.9,525.79,14.239,164.85,1.6077,67.37
9.5119,1008.3,93.689,6.1693,32.493,1100.0,530.59,13.852,161.03,0.49336,66.251
20.01,1012.1,84.441,4.0739,25.342,1089.7,550.18,12.047,134.44,1.7101,65.757
26.076,1003.3,79.488,4.3893,29.999,1100.1,541.16,13.296,147.2,0.23192,54.673
13.549,1011.7,78.343,2.6669,18.974,1047.0,550.17,10.391,109.2,5.3236,59.85
14.933,1010.9,87.859,3.6968,25.078,1080.3,550.06,11.958,134.43,1.8965,63.776
25.2,1014.7,77.908,4.4529,26.531,1096.0,550.06,12.351,137.9,1.0176,64.093
24.884,1006.0,88.404,5.0718,29.788,1100.0,547.54,13.048,145.33,0.70332,51.316
24.406,1009.8,92.712,4.0091,20.203,1059.4,549.99,10.61,110.41,4.2257,46.299
13.531,1013.6,81.458,3.3839,18.913,1054.1,549.98,10.421,109.64,4.793,75.191
25.096,1009.5,70.996,4.7135,30.59,1099.9,538.46,13.304,150.0,1.1581,60.716
31.609,1008.3,49.703,4.9997,31.177,1099.9,537.91,13.39,149.34,0.69006,54.716
28.68,1007.6,82.754,3.7239,21.878,1058.5,549.88,10.855,112.86,3.0519,43.791
9.8014,1023.1,76.525,5.2605,33.332,1100.2,525.45,14.297,164.69,0.67025,62.432
21.534,1012.4,93.313,3.4785,21.501,1068.4,549.88,10.945,117.75,2.386,55.458
